,address,business_id,categories,city,hours,latitude,longitude,name,postal_code,review_count,stars,state,OutdoorSeating,BusinessAcceptsCreditCards,RestaurantsPriceRange2,RestaurantsTakeOut,WiFi,ParkingAvailability
526,1720 Walnut,aMfVQdVbKJnZwdf-c1WNcQ,"Restaurants, Coffee & Tea, Nightlife, Sandwiches, Food, Bars",Philadelphia,"{'Monday': '6:30-23:0', 'Tuesday': '6:30-23:0', 'Wednesday': '6:30-23:0', 'Thursday': '6:30-23:0', 'Friday': '6:30-23:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}",39.9486928274,-75.1607324348,Cosi,19107,85.0,3.0,PA,1,1,1,1,free,1.0
527,9377 Krewstown Rd,gyOiiM7g2ylYK_WT5vLFyw,"Food, Sandwiches, Coffee & Tea, Convenience Stores, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.0878683379,-75.0441591069,Wawa,19115,9.0,3.0,PA,,1,2,1,,0.0
528,2831 W Girard Ave,WllnLf3kBK5lGyPoKWICXQ,"Food, Coffee & Tea",Philadelphia,"{'Tuesday': '7:0-17:30', 'Wednesday': '7:0-17:30', 'Thursday': '7:0-17:30', 'Friday': '7:0-17:30', 'Saturday': '7:0-17:30', 'Sunday': '7:0-17:30'}",39.9747335,-75.1829236,The Monkey & The Elephant,19130,94.0,4.5,PA,1,1,1,1,free,1.0
529,2101 Pennsylvania Ave,c97s-dquA9D56fYAwA-ngg,"Beer, Wine & Spirits, Food, Coffee Roasteries, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-23:45', 'Wednesday': '7:0-23:45', 'Thursday': '7:0-17:0', 'Friday': '7:0-21:0', 'Saturday': '9:0-20:0', 'Sunday': '7:0-20:0'}",39.9629749,-75.1742142,WFM Coffee Bar,19130,13.0,3.0,PA,1,1,2,,free,1.0
530,4040 City Ave,FwvK-Xyi11yDeYmqmL6uSw,"Food, Coffee & Tea",Philadelphia,"{'Monday': '5:30-22:0', 'Tuesday': '5:30-22:0', 'Wednesday': '5:30-22:0', 'Thursday': '5:30-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-21:0', 'Sunday': '5:30-22:0'}",40.007113834,-75.2125632763,Starbucks,19131,39.0,2.5,PA,1,1,2,1,free,1.0
531,3901 Walnut St,2cfEAFZZee8fq3Xx6yZ87w,"Restaurants, Coffee & Tea, Food, Cafes",Philadelphia,"{'Monday': '5:30-20:30', 'Tuesday': '5:30-20:30', 'Wednesday': '5:30-20:30', 'Thursday': '5:30-20:30', 'Friday': '5:30-20:30', 'Saturday': '5:30-20:30', 'Sunday': '5:30-20:30'}",39.953964,-75.20034,Starbucks,19104,21.0,4.0,PA,1,1,2,1,free,1.0
532,2401 Aramingo Ave,u2THoMNjQJU8eIv8AAQKTw,"Coffee & Tea, Food",Philadelphia,"{'Monday': '5:30-20:30', 'Tuesday': '5:30-20:30', 'Wednesday': '5:30-20:30', 'Thursday': '5:30-20:30', 'Friday': '5:30-20:30', 'Saturday': '5:30-20:30', 'Sunday': '5:30-20:30'}",39.974179,-75.120195,Starbucks,19125,13.0,3.0,PA,,,,,free,
533,1600 Arch St,Af7NWqfoTszSyyuMRU6few,"Food, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '8:30-16:0', 'Wednesday': '8:30-16:0', 'Thursday': '8:30-16:0', 'Friday': '8:30-16:0', 'Saturday': '9:30-17:0', 'Sunday': '9:30-17:0'}",39.954724,-75.166689,Starbucks,19103,31.0,3.0,PA,0,1,2,0,free,1.0
534,1514 S 8th St,pTy5tFm9y8uzMjXhjWweFA,"Italian, Coffee & Tea, Restaurants, Food",Philadelphia,"{'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0'}",39.9299417,-75.1584946,Mr Joe's Cafe,19147,66.0,4.5,PA,0,0,2,1,free,1.0
535,6800 Rising Sun Ave,WHzeDa97M_eU1FEZaLJ_tw,"Food, Coffee & Tea, Sandwiches, Convenience Stores, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.055688,-75.090405,Wawa,19111,18.0,3.5,PA,,1,1,1,free,1.0
536,1100 Tasker St,Vd0YOj5GVv-Nxeo06HCfjA,"Food, Coffee Roasteries, Restaurants, Coffee & Tea, Cafes, Sandwiches",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-17:0'}",39.929795,-75.163155,Rival Bros Coffee,19148,34.0,4.5,PA,1,1,1,1,free,1.0
537,1401 E Moyamensing Ave,KKivjYzOLDlbAo-iMyqWWg,"Patisserie/Cake Shop, Food, Coffee & Tea",Philadelphia,"{'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:0-18:0', 'Sunday': '9:0-17:0'}",39.9304146607,-75.1495444402,Cake & Joe,19147,53.0,4.5,PA,1,1,,1,free,1.0
538,1620 South St,aVmuaNh8Z8gKSkoP418H9w,"Restaurants, Coffee & Tea, Tapas Bars, Basque, Spanish, Food",Philadelphia,,39.9440918,-75.169504,Cafe Apamate,19195,36.0,3.5,PA,1,0,2,1,no,1.0
539,7000 Chester Ave,9YxqrKuDxwbMqcbKmTQFtQ,"Donuts, Coffee & Tea, Restaurants, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9235744,-75.2452854,Dunkin',19142,8.0,1.5,PA,0,1,1,1,free,0.0
540,1602 Spruce St,noBinj5ChHbPCHfqTcUO6g,"American (New), Wine Bars, Cafes, Restaurants, Coffee & Tea, Food, Nightlife, Bars, Breakfast & Brunch",Philadelphia,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}",39.9472412,-75.1682819,Plenty Café,19103,247.0,3.5,PA,1,1,2,1,free,1.0
541,1112 Locust St,Ag3bj6WStEkDa2Ha72pQ7A,"Coffee & Tea, Food, Desserts, Bakeries",Philadelphia,"{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '8:0-18:0'}",39.9475864815,-75.160137372,Cake and the Beanstalk,19107,223.0,4.5,PA,1,1,1,1,free,1.0
542,6182 Ridge Ave,HkhqlX-GOrm96yvG3wHZqw,"Tea Rooms, Food, Coffee & Tea, Restaurants, Cafes",Philadelphia,"{'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '9:0-17:0'}",40.0351792,-75.2173694,Highpointe Performance Cafe,19128,5.0,4.0,PA,,1,1,0,,
543,9970 Bustleton Ave,hVRebPv7EKMUGVV2m5IKaQ,"Coffee & Tea, Food, Fast Food, Burgers, Restaurants",Philadelphia,"{'Monday': '5:30-1:0', 'Tuesday': '5:30-1:0', 'Wednesday': '5:30-1:0', 'Thursday': '5:30-1:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '5:30-1:0'}",40.1021934378,-75.0294394791,McDonald's,19115,23.0,1.5,PA,1,1,1,1,free,0.0
544,225 N 11th St,sX-HF1WzCOpvePr4EMSlHA,"Coffee & Tea, Restaurants, Asian Fusion, Food",Philadelphia,"{'Tuesday': '14:0-22:0', 'Wednesday': '14:0-22:0', 'Thursday': '14:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",39.9563921,-75.1571831,Zen Tea House,19176,12.0,4.0,PA,0,1,1,1,free,1.0
545,3900 Chestnut St,xbX3gQtqaki0LCZTPhY-jA,"Coffee & Tea, Food",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '9:0-17:0'}",39.9549304,-75.2001318,Pétrus Ky Café,19104,14.0,4.0,PA,1,1,1,0,free,1.0
546,7512 Bustleton Ave,bJodYUhoZb-ewnzZS-d3Bw,"Donuts, Restaurants, Coffee & Tea, Food",Philadelphia,"{'Monday': '4:30-23:0', 'Tuesday': '4:30-23:0', 'Wednesday': '4:30-23:0', 'Thursday': '4:30-23:0', 'Friday': '4:30-23:0', 'Saturday': '4:30-23:0', 'Sunday': '4:30-23:0'}",40.0515285,-75.0571219,Dunkin',19152,7.0,2.5,PA,1,1,1,1,free,0.0
547,2241 Grays Ferry Ave,1M7b87GZXWOTjQTq3cxRBw,"Restaurants, Coffee & Tea, Desserts, Bakeries, Food, Sandwiches",Philadelphia,"{'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-17:0'}",39.9448725,-75.1800695,Betty's Speakeasy,19146,54.0,4.0,PA,0,1,1,1,,1.0
548,7221 Torresdale Ave,jgi-7LWLzcGkPvqFryqI6A,"Food, Restaurants, Sandwiches, Donuts, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.0296217,-75.035676,Dunkin',19135,6.0,2.0,PA,,1,1,1,,
549,1945 Callowhill St,ItgkjSjo5rXmnBH3Vww_Xg,"Coffee & Tea, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '5:30-20:0', 'Wednesday': '5:30-20:0', 'Thursday': '5:30-20:0', 'Friday': '5:30-20:0', 'Saturday': '5:30-20:0', 'Sunday': '5:30-20:0'}",39.960909,-75.171453,Starbucks,19130,47.0,3.0,PA,0,1,2,1,free,1.0
550,4013 Walnut St,lkQP24RF-W7Hvb2WOPJWAw,"Bakeries, Food, Coffee & Tea, Restaurants, Breakfast & Brunch",Philadelphia,"{'Monday': '7:30-15:0', 'Tuesday': '7:30-15:0', 'Wednesday': '7:30-15:0', 'Thursday': '7:30-15:0', 'Friday': '7:30-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",39.954332,-75.2033585,Metropolitan Bakery,19104,137.0,3.5,PA,1,1,2,1,free,1.0
551,1801 Market St,0FzbiQyBnFnH1OkMol_mgQ,"Coffee & Tea, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '7:0-18:30', 'Sunday': '7:0-18:30'}",39.953382,-75.1702,Starbucks,19103,9.0,3.5,PA,,,,,free,0.0
552,1631 Wallace St,W49fAQGBt9IgduhvqqRQ4Q,"Restaurants, Food, Coffee & Tea, Creperies, French",Philadelphia,,39.9658632,-75.1655485,Cafe L'Aube,19130,120.0,4.0,PA,1,1,2,1,free,1.0
553,51 N 12th St,5WF3593by2u-aE_WaM7_Mw,"Coffee & Tea, Restaurants, Food",Philadelphia,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0'}",39.95333,-75.15917,Tea Leaf,19107,22.0,4.5,PA,0,1,1,1,free,1.0
554,136 S 15th St,3RwqdIWmBgKF3HpKSlHNSg,"Coffee & Tea, Sandwiches, Food, Restaurants",Philadelphia,,39.9499336,-75.1658793,Café Loftus Downtown,19102,45.0,3.5,PA,1,1,1,1,free,1.0
555,347 South Street,a-dPw0ISYHoxMmWgd4mK-g,"Food, Coffee & Tea",Philadelphia,"{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-0:0', 'Saturday': '5:30-0:0', 'Sunday': '5:30-15:0'}",39.941685,-75.149059,Starbucks,19147,50.0,3.0,PA,0,1,1,1,free,1.0
556,6156 Ridge Ave,Rwirqn9cmt5xhTUZ5V-idw,"Food, Coffee & Tea, Restaurants, Sandwiches",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '9:0-16:0'}",40.0346271,-75.2166784,Crossroads Coffee House,19128,76.0,4.0,PA,0,0,1,,free,1.0
557,3736 Spruce St,fYUeuKAPBFvQ3YyyZHrj8g,"Restaurants, Food, Coffee & Tea, Food Trucks, Cafes",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}",39.9510812,-75.198746,HubBub Coffee,19104,63.0,3.5,PA,0,1,1,1,free,1.0
558,30 S 15th St,sDi4t17ttgcIVZqd48EECA,"Sandwiches, Food, Coffee & Tea, Salad, Restaurants",Philadelphia,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '10:0-16:0'}",39.9515016715,-75.1656333357,Parliament,19102,57.0,4.0,PA,0,1,1,1,free,0.0
559,153 N 10th St,Gf3szNlyQWst4v49S-W1lg,"Restaurants, Bakeries, Chinese, Specialty Food, Food, Ethnic Food, Coffee & Tea",Philadelphia,"{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}",39.9550104,-75.1555984,Mong Kok Station,19107,125.0,3.5,PA,0,0,1,1,free,1.0
560,1500 Fairmount Ave,fB8DULHVGkB9jI7M8qzKKg,"Bakeries, Coffee & Tea, Bagels, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-13:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-13:0', 'Friday': '7:0-13:0', 'Saturday': '8:0-13:0', 'Sunday': '8:0-13:0'}",39.96693,-75.1622791,Coffee Cream & Dreams,19130,20.0,5.0,PA,1,1,,1,free,
561,728 S 7th St,oDlF5bfcQrYkjK4D4_Nw9A,"Food, Restaurants, Italian, Desserts, Coffee & Tea, Cafes, Sandwiches, Breakfast & Brunch",Philadelphia,"{'Monday': '8:0-14:45', 'Tuesday': '8:0-14:45', 'Wednesday': '8:0-14:45', 'Thursday': '8:0-14:45', 'Friday': '8:0-14:45', 'Saturday': '8:0-14:45', 'Sunday': '8:0-14:45'}",39.9405063,-75.1545227,Fitzwater Cafe,19147,240.0,4.0,PA,1,0,2,1,no,1.0
562,517 S 5th St,zK-BfS0xMgDRGvb_KJL4Kw,"Event Planning & Services, Coffee & Tea, Local Flavor, Caterers, Food, Desserts",Philadelphia,,39.9421864,-75.1505651,Cookie Confidential,19147,82.0,4.0,PA,0,1,1,,no,1.0
563,105 S 12th St,rdDC5Ts8NZjuGHJn4bqMAQ,"Food, Coffee & Tea",Philadelphia,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",39.9502325012,-75.16007144,Cogito Coffee,19107,46.0,4.5,PA,0,1,2,1,no,1.0
564,602 Carpenter Ln,_gaOrkYtODrxY0JlWFe-sQ,"Food, Cafes, Creperies, Desserts, Bakeries, Coffee & Tea, Restaurants, Gluten-Free, Breakfast & Brunch",Philadelphia,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",40.0461716,-75.1959108,High Point Cafe,19119,117.0,4.0,PA,1,1,1,1,free,1.0
565,4814 Princeton Ave,V8CiwDpGxTrtO10QZnr-Ow,"Food, Bakeries, Custom Cakes, Cupcakes, Coffee & Tea",Philadelphia,"{'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-15:0'}",40.0266454,-75.0378529,Puddin's Cake Corner,19135,23.0,4.0,PA,0,1,1,1,,0.0
566,3901 Aramingo Ave,Fxzm5Yp3yDq_8n5gptP1lw,"Food, Convenience Stores, Delis, Restaurants, Sandwiches, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9972580068,-75.0884300021,Wawa,19137,10.0,2.5,PA,0,1,1,1,free,0.0
567,205 Race St,ZpgVL2z1kgRi954c9m9INw,"Breakfast & Brunch, Food, Coffee & Tea, Restaurants, Sandwiches, Shopping, Fashion",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",39.9539294,-75.1432262,United By Blue,19106,135.0,4.5,PA,1,1,2,1,free,1.0
568,2005 Market St,m408YCnvuIywzZkJX3K9KQ,"Restaurants, Food, Sandwiches, Soup, Fast Food, Coffee & Tea",Philadelphia,,39.954038,-75.174378,Au Bon Pain,19103,32.0,2.0,PA,1,1,1,1,free,0.0
569,6935 Castor Ave,bSIrwzXUgh_7CmcLlzENCA,"Restaurants, Sandwiches, Food, Delis, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.046348,-75.0702176,Wawa,19149,6.0,3.0,PA,0,1,1,,,0.0
570,315 N 12th St,flfkAssP0LzV3f0HSUhQAA,"Coffee Roasteries, Coffee & Tea, Cafes, Restaurants, Food",Philadelphia,"{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",39.9581652,-75.1580495,Elixr Coffee,19107,55.0,4.5,PA,,1,2,1,,1.0
571,1700 N Broad St,lMMK2vSieQb_FtqqZ_VGlQ,"Coffee & Tea, Books, Mags, Music & Video, Convenience Stores, Bookstores, Food, Shopping",Philadelphia,"{'Monday': '7:30-19:0', 'Tuesday': '7:30-19:0', 'Wednesday': '7:30-19:0', 'Thursday': '7:30-19:0', 'Friday': '7:30-17:0', 'Saturday': '11:0-17:0'}",39.9789041447,-75.1581788063,Temple University Law School Bookstore,19122,6.0,3.0,PA,,1,,0,,
572,269 S 20th St,zujdPV3HT-Y-CKE1GgkMHQ,"Coffee & Tea, Bakeries, Food, Soup, Breakfast & Brunch, Restaurants",Philadelphia,"{'Monday': '7:0-14:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '7:0-14:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-14:0'}",39.9484101,-75.174133,The Bakeshop on 20th,19103,346.0,4.5,PA,,1,1,1,no,1.0
573,1324 Walnut Street,C7UNcd4OuXxOZUU36tBalQ,"Donuts, Coffee & Tea, Food",Philadelphia,"{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",39.9490201,-75.1632595,Dunkin',19107,14.0,2.0,PA,0,1,1,1,free,0.0
574,"1001 N 2nd St, Unit 26",CTGvOtbw9dmxtMnZe8FxPw,"Coffee & Tea, Ice Cream & Frozen Yogurt, Internet Cafes, Food",Philadelphia,"{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-22:0'}",39.9668211,-75.1399137,Nana Petrillo's,19123,24.0,3.5,PA,1,1,2,,free,1.0
575,431 S St,m_5jK3w7t4CS2ReIZI_grQ,"Ice Cream & Frozen Yogurt, Restaurants, American (Traditional), Coffee & Tea, Cocktail Bars, Bars, Nightlife, Food, Juice Bars & Smoothies, American (New)",Philadelphia,"{'Monday': '12:0-2:0', 'Tuesday': '12:0-2:0', 'Wednesday': '12:0-2:0', 'Thursday': '12:0-2:0', 'Friday': '12:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-2:0'}",39.941876,-75.150251,Fat Tuesday,19147,196.0,2.5,PA,1,1,2,0,free,1.0
576,265 S Broad St,FOTp2JNMj0_SuDSPKYhixQ,"Cafes, Food, Coffee & Tea, Restaurants",Philadelphia,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",39.9470973141,-75.164758125,Good Karma Cafe,19107,28.0,4.5,PA,1,1,2,1,free,0.0
577,1215 Filbert St,Dp4xxrLd1EfB-AbQTDPohg,"Food, Convenience Stores, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9532283016,-75.1604747772,7-Eleven,19107,9.0,2.0,PA,,1,1,1,free,0.0
578,542 Lombard St,q6qZzQbIDnl54kH-4BIA6Q,"Restaurants, Coffee & Tea, Food, Bagels",Philadelphia,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",39.9428834,-75.1520225,I Am Coffee,19147,10.0,4.5,PA,1,1,1,,free,0.0
579,,bHj1XBczyH84HpDOnj3gWA,"Local Flavor, Food, Coffee & Tea",Philadelphia,,39.989193,-75.091751,Peregrine Coffee,19103,5.0,4.5,PA,,1,4,,,1.0
580,2545 Brown St,2SevIwjgGdDdkIfs3Peu-Q,"Coffee & Tea, Breakfast & Brunch, Food, Sandwiches, Restaurants, Vietnamese",Philadelphia,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",39.9703702755,-75.1795366775,Brown Street Coffee & Bánhery,19130,145.0,4.0,PA,1,1,1,1,free,1.0
581,2400 Lombard St,9D0aKRGsutg8S0ClIanmrA,"Restaurants, Coffee Roasteries, Food, Cafes, Coffee & Tea",Philadelphia,"{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",39.9465577,-75.1805364,Rival Bros Coffee,19146,143.0,4.5,PA,1,1,2,1,free,1.0
582,113 Chestnut St,3Cqy4d5KcGVmgiHFi4O4zQ,"Breakfast & Brunch, Restaurants, Food, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",39.9484412809,-75.1430937275,Eggcellent Cafe,19106,140.0,4.0,PA,1,1,2,1,free,1.0
583,5272 Frankford Ave,fwsPPYt0By1ivuXSXv3wlg,"Food, Donuts, Coffee & Tea",Philadelphia,"{'Monday': '4:0-22:0', 'Tuesday': '4:0-22:0', 'Wednesday': '4:0-22:0', 'Thursday': '4:0-22:0', 'Friday': '4:0-22:0', 'Saturday': '4:0-22:0', 'Sunday': '4:30-22:0'}",40.0230418,-75.0772184,Dunkin',19124,5.0,3.0,PA,,1,1,1,,0.0
584,922 Walnut St,wwcqbb78SGqWSdzbq9j-Ww,"Restaurants, Coffee & Tea, Food",Philadelphia,,39.9483006972,-75.1569532002,Bonte,19176,55.0,3.5,PA,1,1,2,,free,1.0
585,3300 Henry Ave,K1h9s1n2679DxUM2cuMZXA,"Cafes, Food, Restaurants, Coffee & Tea",Philadelphia,"{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0'}",40.011952,-75.1839734,Chestnut Hill Coffee,19129,31.0,4.5,PA,1,1,1,1,free,1.0
586,2532 E Lehigh Ave,5-JfStgLY03ion8gpUJF4A,"Coffee Roasteries, Coffee & Tea, Food, Restaurants, Breakfast & Brunch",Philadelphia,"{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",39.9800961766,-75.1164096269,Little Susie's Coffee & Pie,19125,26.0,4.5,PA,1,1,1,1,free,1.0
587,8046 Frankford Ave,9hWw-Lffnc9jCTgGnnJt6g,"Juice Bars & Smoothies, Food, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '10:0-17:0'}",40.0425662,-75.0263862,Sweet Rainforest Cafe,19136,10.0,5.0,PA,0,1,,1,free,1.0
588,330 W Oregon Ave,DrazQLX4I8aSEHAkkJEnxQ,"Donuts, Coffee & Tea, Restaurants, Food",Philadelphia,"{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-21:0', 'Saturday': '5:0-21:0', 'Sunday': '5:0-21:0'}",39.914458,-75.156253,Dunkin',19148,14.0,2.5,PA,0,1,1,1,free,0.0
